,file_path,file_label,file_set
81,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person130_bacteria_626.jpeg,PNEUMONIA,test
82,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1661_virus_2873.jpeg,PNEUMONIA,test
83,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person81_bacteria_398.jpeg,PNEUMONIA,test
84,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1_virus_11.jpeg,PNEUMONIA,test
85,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1628_virus_2822.jpeg,PNEUMONIA,test
86,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person38_virus_84.jpeg,PNEUMONIA,test
87,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person93_bacteria_453.jpeg,PNEUMONIA,test
88,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person92_bacteria_450.jpeg,PNEUMONIA,test
89,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person157_bacteria_740.jpeg,PNEUMONIA,test
90,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person109_bacteria_526.jpeg,PNEUMONIA,test
91,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person63_virus_121.jpeg,PNEUMONIA,test
92,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person85_bacteria_422.jpeg,PNEUMONIA,test
93,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person122_bacteria_583.jpeg,PNEUMONIA,test
94,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person62_virus_119.jpeg,PNEUMONIA,test
95,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person82_bacteria_403.jpeg,PNEUMONIA,test
96,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1678_virus_2895.jpeg,PNEUMONIA,test
97,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person36_virus_81.jpeg,PNEUMONIA,test
98,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person139_bacteria_661.jpeg,PNEUMONIA,test
99,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person70_virus_130.jpeg,PNEUMONIA,test
100,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1682_virus_2899.jpeg,PNEUMONIA,test
101,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person158_bacteria_744.jpeg,PNEUMONIA,test
102,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1664_virus_2877.jpeg,PNEUMONIA,test
103,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1619_virus_2806.jpeg,PNEUMONIA,test
104,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person138_bacteria_657.jpeg,PNEUMONIA,test
105,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1_virus_7.jpeg,PNEUMONIA,test
106,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person157_bacteria_735.jpeg,PNEUMONIA,test
107,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person126_bacteria_600.jpeg,PNEUMONIA,test
108,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person78_bacteria_378.jpeg,PNEUMONIA,test
109,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person127_bacteria_602.jpeg,PNEUMONIA,test
110,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person127_bacteria_603.jpeg,PNEUMONIA,test
111,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person86_bacteria_429.jpeg,PNEUMONIA,test
112,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person10_virus_35.jpeg,PNEUMONIA,test
113,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1657_virus_2864.jpeg,PNEUMONIA,test
114,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person38_virus_83.jpeg,PNEUMONIA,test
115,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person108_bacteria_504.jpeg,PNEUMONIA,test
116,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person53_virus_107.jpeg,PNEUMONIA,test
117,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person74_virus_135.jpeg,PNEUMONIA,test
118,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person173_bacteria_830.jpeg,PNEUMONIA,test
119,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person171_bacteria_826.jpeg,PNEUMONIA,test
120,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person44_virus_93.jpeg,PNEUMONIA,test
121,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1660_virus_2869.jpeg,PNEUMONIA,test
122,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person101_bacteria_485.jpeg,PNEUMONIA,test
123,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person104_bacteria_492.jpeg,PNEUMONIA,test
124,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person78_bacteria_387.jpeg,PNEUMONIA,test
125,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person133_bacteria_638.jpeg,PNEUMONIA,test
126,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1628_virus_2821.jpeg,PNEUMONIA,test
127,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person100_bacteria_480.jpeg,PNEUMONIA,test
128,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person39_virus_85.jpeg,PNEUMONIA,test
129,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person159_bacteria_746.jpeg,PNEUMONIA,test
130,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1676_virus_2892.jpeg,PNEUMONIA,test
131,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person126_bacteria_599.jpeg,PNEUMONIA,test
132,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person122_bacteria_586.jpeg,PNEUMONIA,test
133,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person153_bacteria_725.jpeg,PNEUMONIA,test
134,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person99_bacteria_473.jpeg,PNEUMONIA,test
135,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person91_bacteria_449.jpeg,PNEUMONIA,test
136,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1633_virus_2829.jpeg,PNEUMONIA,test
137,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person151_bacteria_718.jpeg,PNEUMONIA,test
138,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person48_virus_100.jpeg,PNEUMONIA,test
139,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1629_virus_2823.jpeg,PNEUMONIA,test
140,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person8_virus_27.jpeg,PNEUMONIA,test
141,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person71_virus_131.jpeg,PNEUMONIA,test
142,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person140_bacteria_667.jpeg,PNEUMONIA,test
143,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person124_bacteria_590.jpeg,PNEUMONIA,test
144,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person111_bacteria_537.jpeg,PNEUMONIA,test
145,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1655_virus_2861.jpeg,PNEUMONIA,test
146,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person80_bacteria_389.jpeg,PNEUMONIA,test
147,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person130_bacteria_627.jpeg,PNEUMONIA,test
148,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person101_bacteria_486.jpeg,PNEUMONIA,test
149,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person139_bacteria_663.jpeg,PNEUMONIA,test
150,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person86_bacteria_428.jpeg,PNEUMONIA,test
151,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person11_virus_38.jpeg,PNEUMONIA,test
152,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person121_bacteria_576.jpeg,PNEUMONIA,test
153,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1616_virus_2802.jpeg,PNEUMONIA,test
154,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person142_bacteria_684.jpeg,PNEUMONIA,test
155,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person136_bacteria_654.jpeg,PNEUMONIA,test
156,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person14_virus_44.jpeg,PNEUMONIA,test
157,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person134_bacteria_643.jpeg,PNEUMONIA,test
158,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1673_virus_2889.jpeg,PNEUMONIA,test
159,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person108_bacteria_511.jpeg,PNEUMONIA,test
160,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person100_bacteria_481.jpeg,PNEUMONIA,test
161,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person3_virus_15.jpeg,PNEUMONIA,test
162,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person101_bacteria_484.jpeg,PNEUMONIA,test
163,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person161_bacteria_757.jpeg,PNEUMONIA,test
164,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person108_bacteria_507.jpeg,PNEUMONIA,test
165,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person119_bacteria_567.jpeg,PNEUMONIA,test
166,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person126_bacteria_598.jpeg,PNEUMONIA,test
167,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person121_bacteria_578.jpeg,PNEUMONIA,test
168,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1670_virus_2886.jpeg,PNEUMONIA,test
169,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1659_virus_2867.jpeg,PNEUMONIA,test
170,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person112_bacteria_539.jpeg,PNEUMONIA,test
171,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person80_bacteria_392.jpeg,PNEUMONIA,test
172,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person143_bacteria_687.jpeg,PNEUMONIA,test
173,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person125_bacteria_594.jpeg,PNEUMONIA,test
174,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person51_virus_105.jpeg,PNEUMONIA,test
175,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person152_bacteria_721.jpeg,PNEUMONIA,test
176,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person121_bacteria_579.jpeg,PNEUMONIA,test
177,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person117_bacteria_556.jpeg,PNEUMONIA,test
178,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1641_virus_2840.jpeg,PNEUMONIA,test
179,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person25_virus_59.jpeg,PNEUMONIA,test
180,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person123_bacteria_587.jpeg,PNEUMONIA,test
181,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person78_bacteria_382.jpeg,PNEUMONIA,test
182,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person81_bacteria_397.jpeg,PNEUMONIA,test
183,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person59_virus_116.jpeg,PNEUMONIA,test
184,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1679_virus_2896.jpeg,PNEUMONIA,test
185,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person141_bacteria_678.jpeg,PNEUMONIA,test
186,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person66_virus_125.jpeg,PNEUMONIA,test
187,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person1661_virus_2872.jpeg,PNEUMONIA,test
188,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person34_virus_76.jpeg,PNEUMONIA,test
189,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person28_virus_63.jpeg,PNEUMONIA,test
190,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person132_bacteria_632.jpeg,PNEUMONIA,test
191,/research/projects/m221279_Pouria/Playground/PyTorch_DDP_Example/data/test/PNEUMONIA/person109_bacteria_519.jpeg,PNEUMONIA,test
